Index,patentID,Title,Inventor,Assignee,Score,Publication_Date,Grant_Date,Priority_Date,Status,kw1,kw2,kw3,kw4,kw5,URL,Iteration,Citation_Forward,Citation_Backward
30,US11108946B1,Focus stabilization of imaging system with variable focus lens,Vladimir Gurevich,Zebra Technologies Corp,133,2021-08-31,2021-08-31,2020-06-25,Active,T-lens|1,"focusing lens|1,focus lens|2,deformable lens|1,shift lens|1,liquid lens|1,variable focus lens|2,adaptive lens|2",,voice coil motor|1,"autofocus|8,auto focus|15,imaging device|1","=HYPERLINK(""https://patents.google.com/patent/US11108946B1/en"")",0,,US20180137318A1
31,CN209860960U,Electronic equipment with fingerprint identification module under screen,肖青,Oneplus Technology Shenzhen Co Ltd,1046,2019-12-27,2019-12-27,2019-06-17,Active,"tlens|6,TLens|5,T Lens|4","adjustable lens|50,plano-convex lens|1,plano-concave|1,plano convex|1,tunable lens|23","piezoelectric element|33,lens body|29","voice coil motor|1,VCM |1","depth of field|3,imaging device|3","=HYPERLINK(""https://patents.google.com/patent/CN209860960U/en"")",0,,
36,CN111935370A,"Camera module, shooting method and device",徐爱新|孟伟|黄庆跃|王旭,Kunshan Q Technology Co Ltd,329,2020-11-13,,2020-07-10,Pending,"tlens|3,TLENS|3","adjustable lens|3,integral lens|1",polymer|1,"voice coil motor|4,liquid crystal|3,SMA|4","camera module|49,depth of field|16,video conferencing|1,time of flight|5,depth information|2,digital camera|1,TOF|102","=HYPERLINK(""https://patents.google.com/patent/CN111935370A/en"")",0,,"CN104469168A,CN106937028A,CN109756654A,CN109031329A"
37,CN209388022U,Autozoom telephoto lens,吴琪|金兑映,Liaoning Zhonglan Photoelectric Technology Co Ltd,342,2019-09-13,2019-09-13,2019-03-26,Active,tlens|10,"glass lens|3,postposition camera lens|1,autozoom telephoto lens|21",,,"telephoto|36,digital zoom|4,mobile phone cameras|1,telescope|2,telephoto lens|35","=HYPERLINK(""https://patents.google.com/patent/CN209388022U/en"")",0,,
40,CN209167649U,The high pixel micromirrors head of autozoom,宋亮|金兑映,Liaoning Zhonglan Photoelectric Technology Co Ltd,309,2019-07-26,2019-07-26,2018-12-06,Active,tlens|18,plastic lens|13,polymer|2,,,"=HYPERLINK(""https://patents.google.com/patent/CN209167649U/en"")",0,US11125979B2,
41,CN109451237A,A kind of focusing AA method and apparatus of camera module,高艳朋,Truly Opto-electronics Ltd,368,2019-03-08,2020-11-03,2018-11-13,Active,tlens|27,"adjustable lens|22,polymeric lens|1",polymer|6,voice coil motor|2,camera module|104,"=HYPERLINK(""https://patents.google.com/patent/CN109451237A/en"")",0,"CN110708447A,CN110730309A,CN111263034A,CN111711813A,CN111726527A,CN111855156A","CN2290060Y,CN102662293A,CN204993615U,US20170251925A1,CN106791425A,CN107295253A,CN108259715A"
43,CN211908927U,Camera module and electronic equipment,朱丽冰,Jiangxi Jingchao Optical Co Ltd,102,2020-11-10,2020-11-10,2020-04-26,Active,tlens|1,"plastic lens|2,glass lens|2",,SMA|1,camera module|60,"=HYPERLINK(""https://patents.google.com/patent/CN211908927U/en"")",0,"CN112911116A,CN113395429A",
45,CN112505809A,"Focusing device, optical imaging system, image capturing module and electronic device",邹金华|刘彬彬|李明,Jiangxi Jingchao Optical Co Ltd,137,2021-03-16,,2020-11-30,Pending,,plastic lens|1,"polymer|11,piezoelectric film|6,electro-deformable|55,EFL|8","voice coil motor|2,cavity|2",,"=HYPERLINK(""https://patents.google.com/patent/CN112505809A/en"")",0,"CN113452888A,CN113534409A,CN113534409B",
46,CN113534409A,"Zoom optical system, image capturing module and electronic equipment",刘彬彬|邹海荣|李明,Jiangxi Jingchao Optical Co Ltd,240,2021-10-22,2022-05-13,2021-06-30,Active,tlens|2,"glass lens|1,cemented lens|5,liquid lens|1","polymer|1,temperature resistance|1,effective focal length|30",,"autofocus|2,auto focus|2,miniaturized design|7","=HYPERLINK(""https://patents.google.com/patent/CN113534409A/en"")",0,,"JPH1130744A,JP2000231009A,JP2006126739A,CN1959444A,US20080267603A1,US20100321788A1,KR20110067548A,US20120013990A1,CN205318000U,CN111656765A,CN112241059A,US20210048629A1,CN112526707A,CN112505809A"
47,CN113568127A,"Camera module, assembling method thereof and electronic equipment",李巍|吴军|龚美茹,Jiangxi Jingchao Optical Co Ltd,239,2021-10-29,,2021-09-24,Pending,T-lens|1,"adjustable lens|117,tunable lens|24",laser direct structuring|7,cavity|2,camera module|111,"=HYPERLINK(""https://patents.google.com/patent/CN113568127A/en"")",0,,"TW201144888A,CN202660334U,WO2015005712A1,CN110431834A,CN111656276A,CN108322632A,CN208207475U,CN110275262A,CN109905580A,CN213754658U"
49,CN214669832U,Optical imaging lens,丁先翠|程立邦|张开开|李辉|孙佳渊|戴付建|赵烈烽,Sunny Optical,119,2021-11-09,2021-11-09,2021-05-18,Active,tlens|1,liquid lens|1,LDS|4,,mobile phones|1,"=HYPERLINK(""https://patents.google.com/patent/CN214669832U/en"")",0,,
50,CN214675328U,Camera module and electronic equipment,刘伟|王贤智|李伟伟|岳宝石,Oneplus Technology Shenzhen Co Ltd,160,2021-11-09,2021-11-09,2021-04-12,Active,,"focus lens|5,deformable lens|1,convex lens|9,variable lens|105","polymer|3,piezoelectric film|26",,"camera module|45,telephoto|29,mobile phones|1,navigation|1,telephoto lens|20,(OIS)|1,OIS|1,PDA|1","=HYPERLINK(""https://patents.google.com/patent/CN214675328U/en"")",0,,
