Index,patentID,Title,Inventor,Assignee,Score,Publication_Date,Grant_Date,Priority_Date,Status,kw1,kw2,kw3,kw4,kw5,URL,Iteration,Citation_Forward,Citation_Backward
385,CN110501816A,A kind of light path device changing light spot shape by extruding,易世值|陈廷庆|朱宸希,Yangjiang Yangdong Light Life Technology Co Ltd,104,2019-11-26,,2019-07-31,Pending,,"flexible lens|3,convex lens|5",squeezed|6,,,=HYPERLINK("https://patents.google.com/patent/CN110501816A/en"),3,CN111365686A,"US20020005997A1,KR20090047307A,CN203965650U,US20180231778A1,CN207501050U,CN208011353U,CN208967595U,CN109917555A"
386,US7519284B2,Automatic focusing mechanism,Jen-Tsorng Chang,Hon Hai Precision Industry Co Ltd,120,2006-06-29,2009-04-14,2004-12-24,Expired - Fee Related,,focusing lens|12,transparent elastic member|14,,"digital camera|5,AR|1",=HYPERLINK("https://patents.google.com/patent/US7519284B2/en"),3,"US20100238346A1,US20110164330A1,US20130279031A1,KR100836776B1,US7627236B2,CN101419318A,TWI396931B,CN101587223A,TWI629528B,TWI650606B,CN109917605B,CN109975898A,WO2019127223A1","US4989958A,JPH07151908A,US6445509B1,CN2539201Y,US20050264531A1,US20060050416A1"
387,US20100244165A1,Method and apparatus providing combined spacer and optical lens element,Rick Lake|Jacques Duparre,Micron Technology Inc,103,2010-09-30,2013-05-28,2009-03-26,Active,,"convex lens|7,integral lens|1,aspherical lens|2,single lens|2,polymer lens|10",polymer|35,cavity|9,"auto focus|1,navigation|1,imaging device|10,PDAs|1",=HYPERLINK("https://patents.google.com/patent/US20100244165A1/en"),3,"US20100291256A1,WO2012124433A1,WO2013003276A1,US8514491B2,US8619082B1,WO2014049333A1,US20140125849A1,US8831367B2,US8866912B2,US8866920B2,US8878950B2,US8885059B1,US8928793B2,US20150195469A1,US9100635B2,US9100586B2,US9106784B2,US9124831B2,US9143711B2,US9185276B2,US9197821B2,US9210392B2,US9214013B2,US9247117B2,US9253380B2,US9412206B2,US9426361B2,US9438888B2,US9445003B1,US9462164B2,US9497370B2,US9497429B2,US9516222B2,US9521319B2,US9521416B1,US9519972B2,US9578259B2,US9633442B2,US9638883B1,US20170179189A1,US9766380B2,US9774789B2,US9794476B2,US9813616B2,US20180017741A1,US9888194B2,US9898856B2,US9942474B2,US10089740B2,US10119808B2,US10122993B2,US10250871B2,US10390005B2,US10418408B1,US10482618B2,US10520652B2,US11270110B2,US11290658B1,US11302012B2,US10498943B2","US4695719A,US4739160A,US4808812A,US5359190A,US5902997A,US6416237B2,US5815306A,US6072634A,US20040077121A1,US20060044450A1,US20050041134A1,US20050061950A1,US7298941B2,US20060238894A1,US20080073734A1,US20080175605A1,US20080290435A1,US20090027777A1"
388,WO2013003276A1,Optical arrangements for use with an array camera,Jacques Duparre,Pelican Imaging Corporation,108,2013-01-03,,2011-06-28,,,"plano-convex lens|1,plano-concave|2,molded lens|1,plano convex|3,single lens|2,diffractive lens|2,polymer lens|6","polymer|40,effective focal length|2",cavity|3,imaging device|3,=HYPERLINK("https://patents.google.com/patent/WO2013003276A1/en"),3,"US8514491B2,US8619082B1,US8804255B2,US8831367B2,US8866920B2,US8866912B2,US8878950B2,US8885059B1,US8928793B2,US9100586B2,US9100635B2,US9106784B2,US9124831B2,US9143711B2,US9185276B2,US9197821B2,US9210392B2,US9214013B2,US9247117B2,US9253380B2,US9412206B2,US9426361B2,US9438888B2,US9445003B1,US9462164B2,US9497370B2,US9497429B2,US9516222B2,US9521416B1,US9519972B2,US9521319B2,US9578259B2,US9633442B2,US9638883B1,US9766380B2,US9774789B2,US9794476B2,US9813616B2,US9888194B2,US9898856B2,US9942474B2,US10089740B2,US10119808B2,US10122993B2,US10250871B2,US10390005B2,US10482618B2,US11270110B2,US11290658B1,US11302012B2,WO2014144157A1,US8848286B2,US9923008B2,EP3007228B1,EP2827368B1,US9215361B2,US9151878B2,EP2887642A3,JPWO2016052599A1,US10012832B2,US9780133B2,CN108700721B,CN105652413B,DE102017203304A1,US10394004B2,CN109313295B,US10542201B2,US10488186B2,US10204947B2,US10469718B2,EP3804304A2,WO2021168229A1","US20090050946A1,US20060087747A1,US20090179142A1,US20100002314A1,US20100002313A1,US20100244165A1,US20110122308A1"
389,US20130003184A1,Optical arrangements for use with an array camera,Jacques Duparre,Fotonation Ltd | Pelican Imaging Corp | Drawbridge Special Opportunities Fund LP,108,2013-01-03,2014-08-12,2012-06-28,Active,,"plano-convex lens|1,plano-concave|2,molded lens|1,plano convex|3,single lens|2,diffractive lens|2,polymer lens|6","polymer|38,effective focal length|2",cavity|3,imaging device|3,=HYPERLINK("https://patents.google.com/patent/US20130003184A1/en"),3,"US20110069189A1,US20110080487A1,US8514491B2,US20130271826A1,US8619082B1,US8831367B2,WO2014144157A1,WO2014150856A1,US8866912B2,US8878950B2,US8928793B2,US9100635B2,US9100586B2,US9106784B2,US9124831B2,US9128228B2,US9143711B2,US9185276B2,US9197821B2,US9210392B2,US9215361B2,US9214013B2,US9247117B2,US9253380B2,CN105652413A,US9412206B2,US9426361B2,US9438888B2,US9445003B1,US9462164B2,US9497429B2,US9516222B2,US9521416B1,US9519972B2,US9521319B2,US9578259B2,US9633442B2,US9638883B1,WO2017082820A1,US9766380B2,US9774789B2,US9794476B2,US9813616B2,US9888194B2,US9898856B2,US9942474B2,TWI621252B,US10003743B2,US10012832B2,US10089740B2,US10119808B2,US10122993B2,US10250871B2,US10390005B2,US10482618B2,CN112514375A,WO2021168229A1,US11270110B2,US11290658B1,US11302012B2,EP3007228B1,EP2827368B1,US9151878B2,JPWO2016052599A1,US9780133B2,DE102017203304A1,US10394004B2,CN109313295B,US10542201B2,US10488186B2,US10204947B2,US10469718B2",WO2008108271A1
390,JP2014521117A,Optical array for use with array cameras,ジャック ドゥパレ，,ペリカン イメージング コーポレイション,108,2014-08-25,,2012-06-25,Pending,,"plano-convex lens|1,plano-concave|2,molded lens|1,plano convex|3,single lens|3,diffractive lens|2,polymer lens|9","polymer|30,effective focal length|2",cavity|3,"camera module|1,imaging device|45",=HYPERLINK("https://patents.google.com/patent/JP2014521117A/en"),3,"US8885059B1,US9025894B2,US9041824B2,US9049411B2,US9100635B2,US9100586B2,US9123117B2,US9124864B2,US9128228B2,US9143711B2,US9185276B2,US9210392B2,US9214013B2,US9247117B2,US9253380B2,US9264610B2,US9412206B2,US9426361B2,US9438888B2,US9497429B2,US9497370B2,US9516222B2,US9521319B2,US9578259B2,US9633442B2,US9733486B2,US9741118B2,US9766380B2,US9774789B2,US9794476B2,US9800856B2,US9813616B2,US9866739B2,US9888194B2,US9898856B2,US9936148B2,US9942474B2,US9955070B2,US10009538B2,US10089740B2,US10119808B2,US10122993B2,US10250871B2,US10390005B2,US10482618B2,US11270110B2,US11290658B1,US11302012B2,WO2014144157A1,US8848286B2,US9638883B1,US9521416B1,US9923008B2,EP3007228B1,EP2827368B1,US9215361B2,US9151878B2,EP2887642A3,JPWO2016052599A1,US10012832B2,US9780133B2,CN108700721B,CN105652413B,DE102017203304A1,US10394004B2,CN109313295B,US10542201B2,US10488186B2,US10204947B2,US10469718B2,EP3804304A2,WO2021168229A1","JP3160406B2,JP2008508545A,JP2010002921A,JP2008216807A,WO2009157273A1,US20090323206A1,JP2011017764A"
391,NL2020987B1,Lens system,Maria Wolterink Edwin|Vladimirovna Shulepova Yelena,Anteryon Int B V,124,2019-12-02,2020-01-07,2018-05-25,,,"aspherical lens|1,cemented lens|1,single lens|1","polymer|19,transparent layer|1,curved substrate|11,lens body|10",,"autofocus|1,auto focus|1,telephoto|4,mobile phones|1",=HYPERLINK("https://patents.google.com/patent/NL2020987B1/en"),3,,
392,US6473543B2,Optical component,Frank Bartels,LIM LIQUIDS IN MOTION GmbH | Bartels Mikrotechnik GmbH,102,2002-07-11,2002-10-29,2002-03-07,Expired - Lifetime,,fresnel lens|3,"polymer|2,piezoelectric actuators|10,piezoelectric actuator|15,micromechanical actuator|1",cavity|76,miniaturized design|1,=HYPERLINK("https://patents.google.com/patent/US6473543B2/en"),3,"US20040174610A1,US20050149570A1,US20050281503A1,EP1733256A1,US20070059213A1,US20070059510A1,US20070059489A1,US20070056853A1,US20070058483A1,US20070153399A1,US20070217021A1,US20070247605A1,US20080239925A1,US20090262536A1,US7666665B2,US20120327500A1,TWI483005B,US6542658B2,US6819825B2,TW456523U,US20030002778A1,FR2822247B1,JP4483129B2,DE10129923C1,US6757459B2,US7078849B2,US6674934B2,DE10162816A1,US6741767B2,US20030194170A1,US6750594B2,US6927529B2,US6756551B2,US6689976B1,US6999652B2,US6855898B2,US7022926B2,US6743990B1,US6787719B2,US6774324B2,US20040112727A1,US7089432B2,US7019235B2,US6809277B2,US6747222B1,US6825429B2,US6903287B2,US7071432B2,US6841746B2,US6946775B2,US6879088B2,US6906271B2,US6882088B2,US6762378B1,US6870111B2,US7048519B2,US6925223B2,US6877878B2,US6798937B1,US6879089B2,US6816641B2,US6876133B2,US6876130B2,US6774325B1,US6885133B2,US6768068B1,US7012354B2,US6740829B1,US6831532B2,US6765161B1,US6770827B1,US6891116B2,US6794591B1,US7070908B2,US6876131B2,US6838959B2,US6891315B2,US6900578B2,US6924443B2,US6903492B2,US6903490B2,US6894424B2,US6920259B2,US6894237B2,US6946776B2,US6903493B2,US6803842B1,US6730866B1,US6956990B2,US6876132B2,US6818844B2,US6888977B2,US6961487B2,US20040201447A1,US6750413B1,US6777630B1,US7020371B2,US6759610B1,US6759611B1,US6833520B1,US7310189B2,US6781074B1,US6787720B1,US7364543B2,EP1733257B1,AT393956T,US7551813B2,US8320049B2,WO2011053626A2,WO2017134286A1,US10422989B2","US5774273A,US5973852A,US6188526B1,US6288846B1"
393,EP2074445A1,Method for manufacturing adjustable lens,Lars Henriksen|Morten Eliassen|Vladimir Kartashov|Jon Herman ULVENSØEN,IGNIS DISPLAY AS | Polight ASA,107,2009-07-01,2017-04-12,2007-10-05,Active,,"adjustable lens|10,tunable lens|1","polymer|22,polymer film|1",,"auto focus|2,camera module|1,mobile phones|3",=HYPERLINK("https://patents.google.com/patent/EP2074445A1/en"),3,"NO326372B1,JP5244806B2,KR101452011B1,CN102037717B,US8866920B2,KR101372042B1,FR2950154B1,WO2011063347A2,SG10201503516VA,US8878950B2,KR101973822B1,US20130265459A1,KR20140045458A,US20130070060A1,CN107230236B,SG11201401363UA,US9412206B2,US9210392B2,KR102044694B1,CN104508681B,US20140002674A1,KR102111181B1,CN104685513B,WO2014043641A1,US20140092281A1,WO2014078443A1,US9462164B2,US9253380B2,US9774789B2,US8866912B2,US9124831B2,US9106784B2,US9888194B2,WO2014165244A1,WO2014159779A1,WO2014153098A1,US9497429B2,US10122993B2,WO2014150856A1,US9445003B1,US9633442B2,EP2973476A4,WO2015048694A2,US9264592B2,WO2015074078A1,US9456134B2,US10089740B2,US9247117B2,US9521319B2,JP2017531976A,US9942474B2,CN105824063B,US10482618B2,KR20220051430A,US11302012B2,CN111025627A,CN110955041A,US11290658B1","US6188526B1,US20020149864A1,WO2006088514A2"
394,JP5430413B2,Variable focus lens and driving method thereof,恭稔 平林|隆満 藤井,Fujifilm Corp,234,2011-07-21,2014-02-26,2010-01-07,Active,,"focus lens|33,convex lens|1,variable lens|1,varifocal lens|1,variable focus lens|33","piezoelectric actuators|39,piezoelectric film|8,piezoelectric actuator|26",chamber|23,,=HYPERLINK("https://patents.google.com/patent/JP5430413B2/en"),3,"KR101849974B1,WO2013046934A1,EP3062172B1,WO2017170046A1,EP3785053A1",
395,JP5382944B2,Variable focus lens and liquid filling method thereof,恭稔 平林,Fujifilm Corp,203,2011-09-29,2014-01-08,2010-03-12,Active,,"focus lens|32,convex lens|1,liquid lens|1,varifocal lens|3,variable focus lens|32","piezoelectric element|19,piezoelectric actuators|2,piezoelectric film|9,piezoelectric actuator|12","chamber|93,oil|1,fluid chamber|1",,=HYPERLINK("https://patents.google.com/patent/JP5382944B2/en"),3,"WO2014078354A1,CN105044805B,CN108447979B,WO2019226613A1",
396,TWI739296B,Voice coil motor to drive liquid lens and lens element therewith,夏太紅|楊川|王建文|江海霞|蔣磊|李鄧峰|居遠道,大陸商華為技術有限公司,120,2021-01-16,2021-09-11,2019-02-28,,,liquid lens|106,squeezed|9,"voice coil motor|154,cavity|6","autofocus|28,auto focus|41,(OIS)|2,OIS|12",=HYPERLINK("https://patents.google.com/patent/TWI739296B/en"),3,"CN111736244B,CN210431574U,CN110750023A,CN112584001A,CN113225471A,CN111082637A,CN113163074A,CN111665677B,CN111447350B,CN113992814A,CN112351123A,CN112616004A,CN113589410A,CN113364959A,CN113960735A","US9207367B2,CN102116994A,CN109073791A,CN207946633U"
397,US7209280B2,Optical device comprising a polymer actuator,Hendrik Josephus Goossens,Koninklijke Philips NV,102,2006-04-06,2007-04-24,2003-12-05,Expired - Fee Related,,deformable lens|1,"polymer|43,polymer film|38",,,=HYPERLINK("https://patents.google.com/patent/US7209280B2/en"),3,"US20090027778A1,US20090310221A1,US20100171393A1,US8755124B2,US8797654B2,US8947784B2,US8944647B2,US20150036474A1,US9182097B2,US9195058B2,US9231186B2,US9425383B2,US9553254B2,US9590193B2,US9671090B2,US9761790B2,US9876160B2,WO2019028207A1,US6586859B2,JP4530163B2,JP4788533B2,NO326372B1,JP5255565B2,JP5244806B2,JP4830800B2,KR20080043106A,KR101452011B1,EP2009468B1,FR2919074B1,KR101372042B1,KR20100070217A,US7969645B2,US20110038625A1,US9618739B2,CN103999248B,US9081190B2,KR102074688B1,FR3015006B1,FR3019265B1,KR102066234B1,CN104880746B,WO2017064942A1,CN106896432B","US6004442A,US20010040735A1,US6369954B1,US6859233B1,US6965467B2,US6844960B2"
398,US6891682B2,Lenses with tunable liquid optical elements,Joanna Aizenberg|Timofei Nikita Kroupenkine|Stanley Pau|Shu Yang,Nokia of America Corp,93,2004-09-09,2005-05-10,2003-03-03,Active,,"refractive lens|3,liquid lens|6,tunable lens|10,tunable optical lens|7",polymer|2,cavity|4,,=HYPERLINK("https://patents.google.com/patent/US6891682B2/en"),3,"US20050149570A1,US20060245065A1,US20060279848A1,WO2006088514A3,US20070059510A1,US20070056853A1,US20070059489A1,US20070058483A1,US20070059213A1,US20070146894A1,US20070147816A1,US20070201138A1,US20070211207A1,US20070216497A1,US20080055711A1,US20080097143A1,US20080117521A1,US20090096999A1,US20090195882A1,US20100039709A1,US7666665B2,US20100303119A1,US20110118834A1,US7986465B1,US8254034B1,US8860793B2,WO2004102252A1,KR20060052809A,WO2006009514A1,US7221514B2,WO2010015093A1,US20150309316A1,US9128281B2,US9097891B2,US8477425B2,US9229227B2,EP2539759A1,US9366862B2,US8482859B2,US20120249797A1,US8488246B2,US8472120B2,US10180572B2,US9182596B2,US9341843B2,US9223134B2,US8467133B2,US9091851B2,US9129295B2,US9097890B2,US9759917B2,US9285589B2,US9134534B2,EP2239600A1,WO2012027851A1,JP2014500522A,KR20130009504A,KR101849974B1,US8174772B1,KR20170090076A,KR20180097923A,US10338400B2,US10859834B2","US3454686A,US3670130A,US4030813A,US4118270A,US4137060A,US4653847A,US4338352A,US4406732A,US4671609A,US4569575A,US4783155A,US4784479A,US4708426A,US4867521A,US4948214A,US5428711A,US5518863A,US5248734A,US5412746A,US5348687A,US5486337A,US5665527A,US6014259A,US5659330A,DE19623270A1,US5922299A,US5948470A,FR2769375A1,WO1999018456A1,US6369954B1,US6473543B2,US6027666A,US6319427B1,US6409907B1,US6465387B1,WO2001031404A1,US6379874B1,WO2001042540A1,US6329070B1,WO2001051990A1,US6387453B1,US6471761B2,US6538823B2,US6545815B2,US6545816B1"
399,US7339575B2,Optical pointing device with variable focus,Li Chong Tai|Theng Theng Quek|Ban-Kuan Koay,Avago Technologies International Sales Pte Ltd,106,2005-12-01,2008-03-04,2004-05-25,Expired - Fee Related,,"focus lens|6,liquid lens|10,tunable lens|1,variable focus lens|6","transparent layer|5,piezoelectric actuator|2","chamber|2,flexible membrane|3",auto focus|15,=HYPERLINK("https://patents.google.com/patent/US7339575B2/en"),3,"US20040080495A1,US20070018970A1,US20070241271A1,US20080012029A1,US20080158540A1,US20080158158A1,US20080252602A1,US20090135140A1,US7872639B2,US8408765B2,EP2869021A1,EP3185179A1,US6844871B1,US6618038B1,US20040227954A1,US7321359B2,CN100555055C,US7388283B2,TWI290295B,US8081159B2,US7399954B2,US20070091064A1,US20070241262A1,US7755604B2,US20080042041A1,EP1970797A1,US8570194B2,WO2014121082A1","US6281882B1,US6433780B1,US6081388A,US6369954B1,US6211861B1,US20040017129A1,US6618038B1,US6476970B1,US20030028734A1,US7122781B2,WO2003069380A1,US7161582B2"
400,JP2006285031A,"Variable focus lens, optical apparatus using the same, manufacturing method of variable focus lens",Yoshiaki Kato|義明 加藤|Fumisada Maeda|史貞 前田,Sony Corp|ソニー株式会社,100,2006-10-19,,2005-04-01,Pending,,"focus lens|58,liquid lens|2,varifocal lens|4,variable focus lens|58",,"electrowetting|4,oil|2","autofocus|1,auto focus|1,imaging device|1",=HYPERLINK("https://patents.google.com/patent/JP2006285031A/en"),3,"JP2008089752A,WO2008084822A1,JP2008170632A,JP2008170631A,US7697187B2,US7978400B2,WO2011093414A1,CN104181640A,US9188774B2,US9207448B2,US20070247724A1,KR100815327B1,KR100818281B1,US8427753B2,DE102007018959A1,KR101210116B1,EP2174360A4,US20090219606A1,US20100060991A1,CN101685170B,EP2239793A1,US8854739B2,CN102012613A,US8773744B2,US9553254B2,TW201250288A,US9876160B2,CN102681048A,US9761790B2,US9004725B2,US9590193B2,CN109140278A,CN108873123A,CN112468688A,CN112014911B,CN112904464B","JP2000347005A,JP2003255857A,JP2004287008A,JP2006065043A"
401,US7310190B2,Vehicle imaging system with windshield condition determination,Stephen H. Fox,Aptiv Technologies Ltd,106,2007-08-09,2007-12-18,2006-02-09,Active,,"focus lens|16,liquid lens|2,variable lens|11,variable focus lens|16",,,automobiles|1,=HYPERLINK("https://patents.google.com/patent/US7310190B2/en"),3,"US20070272884A1,DE102008027778A1,US20140303853A1,US9199574B2,DE102015205077A1,US20190061468A1,US11165932B2,FR2908527B1,US20090174773A1,EP2062777B1,EP2352013B1,US9098367B2,US9296299B2,US9043129B2,KR101327032B1,US9367065B2,FR3039731B1,US10692126B2,US20180012197A1,US9928734B2,US9963106B1,US10708547B2,US10410064B2,US10694357B2,US10699305B2,US10469758B2,US10554881B2,US10249104B2,US10074223B2,US10471829B2,US9984572B1,US10031521B1,US10464530B2,US10286915B2,US10897469B2,US10234302B2,US10369974B2,US10710633B2,US10837790B2,US10635109B2,US10935978B2,US10606274B2,US10717412B2,US10369966B1,EP3696722A1","US6320176B1,US20050098712A1,WO1999018456A1,US20050002113A1,US6369954B1,US5953161A,US5933277A,WO2000058763A1,US20040143380A1,US20050035926A1,US20060125919A1"
402,JP4209936B2,Variable focus lens device,和夫 横山|敦 小野,パナソニック株式会社,180,2009-01-14,2009-01-14,2007-08-03,Active,,"focus lens|56,liquid lens|40,varifocal lens|5,variable focus lens|55",polymer|52,"electrowetting|7,oil|6,aqueous solution|15",imaging device|2,=HYPERLINK("https://patents.google.com/patent/JP4209936B2/en"),3,"US7948683B2,US7697214B2,US8064142B2,US9164202B2,EP2034338A1,JP5419005B2,WO2010015093A1,US8659835B2,JP5430413B2,EP2239600A1,WO2012027851A1,JP2014500522A,CN102466825A,CN102096126A,CN102103220A,KR20150018924A,JP2020507812A,KR20190133543A,KR20210106453A,KR20200137590A,CN112276346B",
403,JP2010107908A,"Electro-wetting apparatus, variable focal length lens, optical pickup apparatus, optical record reproduction apparatus, droplet operation apparatus, optical element, zoom lens, imaging apparatus, light modulating device, display, electronic flash apparatus, and method of driving electro-wetting apparatus",Sadahiro Takemoto|禎広 竹本|Yoshiaki Kato|義明 加藤|Fumisada Maeda|史貞 前田,Sony Corp|ソニー株式会社,91,2010-05-13,,2008-10-31,Ceased,,"focus lens|171,convex lens|2,varifocal lens|20,variable focus lens|163","piezoelectric element|1,lens body|19","electrowetting|85,chamber|1,oil|6,aqueous solution|6,liquid crystal|1","autofocus|1,auto focus|1,telephoto|1,imaging device|16,telephoto lens|1",=HYPERLINK("https://patents.google.com/patent/JP2010107908A/en"),3,"JP2012068624A,JP2013064995A,US9494788B2,WO2017099459A1,US9685121B2,JP2017518531A,US8721161B2,US8734003B2,EP2496985B1,JP5590901B2,US20120092774A1,JP5685891B2,JP2012133026A,US8379302B2,KR101911439B1,US9024462B2,US9465236B2,US9501996B2,WO2015131373A1,US9568727B2,US9625706B2,JPWO2016017191A1,EP3177394B1,CN105689026B,CN105129721B,US9927606B1,US20190109536A1,JP2019120947A,US10295819B1,US10997931B2,CN109801935B,CN114270241A,CN110813926B,CN111352230B,CN112492163B,CN113820766A","JP2008107826A,JP2008187065A"
404,JP5590901B2,Refractive power variable element,亮 山本|正和 東原|穣 ▲辻▼|章市 山崎,Canon Inc,92,2011-08-18,2014-09-17,2010-02-03,Expired - Fee Related,,"focus lens|6,liquid lens|33,variable focus lens|6",elastic body|1,"electrowetting|5,oil|5,aqueous solution|2",,=HYPERLINK("https://patents.google.com/patent/JP5590901B2/en"),3,"WO2010117731A2,CN105209939B,CN103576217B,CN107530733B,CN105223693A,NL2016509A,KR20190025716A,CN108363125B,CN109031651B,CN109709668A,CN113406738B",
405,JP2001013306A,Variable focus lens device,Hiroyuki Kitayama|宏之 北山|Tomonari Horikiri|智成 堀切,Canon Inc|キヤノン株式会社,134,2001-01-19,,1999-06-28,Pending,,"focus lens|18,liquid lens|5,varifocal lens|10,variable focus lens|18",polymer|11,"electrowetting|3,oil|3,aqueous solution|3,liquid crystal|1",,=HYPERLINK("https://patents.google.com/patent/JP2001013306A/en"),3,"WO2004027489A1,FR2851052A1,WO2004099845A1,WO2005101064A1,JP2006509263A,JP2006203011A,JP2006204341A,KR100636433B1,JP2007072108A,US7201318B2,KR100714561B1,US7224534B2,JP2007514190A,US7230771B2,JP2007520166A,JP2007219521A,USRE39874E1,US7422311B2,US7430370B2,US7431518B2,CN100465695C,US7536093B2,US7536092B2,US7813049B2,US7830611B2,JP2011034085A,CN102338932A,US8172375B2,WO2013143320A1,JP2016151692A,WO2017221722A1",
406,US20040174610A1,Lenses with tunable liquid optical elements,Joanna Aizenberg|Timofei Kroupenkine|Stanley Pau|Shu Yang,Nokia of America Corp,93,2004-09-09,2005-05-10,2003-03-03,Active,,"refractive lens|3,liquid lens|6,tunable lens|10,tunable optical lens|7",polymer|2,cavity|4,,=HYPERLINK("https://patents.google.com/patent/US20040174610A1/en"),3,"WO2006009514A1,US20060209374A1,US20070030553A1,US20070253070A1,US20110221656A1,US8174772B1,CN102879899A,US20130070249A1,US8467133B2,US8472120B2,US8477425B2,US8482859B2,US8488246B2,US8755124B2,US8797654B2,US8944647B2,US8947784B2,US9091851B2,US9097891B2,US9097890B2,US9128281B2,US9129295B2,US9134534B2,US9182596B2,US9223134B2,US9229227B2,US9285589B2,US9341843B2,US9366862B2,US9759917B2,WO2018155945A1,CN108604000A,US10180572B2,US10338400B2,US10539787B2,US10859834B2,US10860100B2,CN100373174C,US7106519B2,JP4237610B2,US20110118834A1,US8018658B2,US7453646B2,JP2007531912A,US7121998B1,WO2006088514A2,WO2006086551A2,US7666665B2,US7412938B2,US20070059213A1,US8287808B2,US8734003B2,US8721161B2,US20070147816A1,US7443597B2,US7358833B2,US7525722B2,US20080117521A1,US7986465B1,US7862183B2,US20090195882A1,US8254034B1,US8860793B2","US3454686A,US3670130A,US4030813A,US4118270A,US4137060A,US4338352A,US4653847A,US4406732A,US4671609A,US4569575A,US4783155A,US4784479A,US4708426A,US4867521A,US4948214A,US5428711A,US5518863A,US5248734A,US5412746A,US5348687A,US5486337A,US5665527A,US6014259A,US5659330A,US5922299A,US5948470A,US6369954B1,US6473543B2,US6319427B1,US6027666A,US6409907B1,US6379874B1,US6329070B1,US6387453B1,US6471761B2,US6538823B2,US6545815B2,US6545816B1"
407,US20070182816A1,Method for determining windshield condition and an improved vehicle imaging system,Stephen Fox,Aptiv Technologies Ltd,106,2007-08-09,2007-12-18,2006-02-09,Active,,"focus lens|16,liquid lens|2,variable lens|12,variable focus lens|16",,,automobiles|1,=HYPERLINK("https://patents.google.com/patent/US20070182816A1/en"),3,"US20080111075A1,US20090128629A1,US20090174773A1,US20120083982A1,US20130329045A1,US20140109080A1,US20140214255A1,US9008856B2,US9928734B2,US9946906B2,US9963106B1,US9984572B1,US10031521B1,US10074223B2,US10234302B2,US10249104B2,US10286915B2,US10369966B1,US10369974B2,US10410250B2,US10410064B2,US10469758B2,US10464530B2,US10471829B2,US10554881B2,US10606274B2,US10635109B2,US10694357B2,US10692126B2,US10708547B2,US10710633B2,US10717412B2,US10837790B2,US10897469B2,US10935978B2,JP4668838B2,DE102008027778A1,EP2352013B1,JP5761143B2,US9199574B2,DE102015205077B4,FR3039731B1,WO2017110628A1,US10220675B1,EP3696722A1","US6320176B1,US20050098712A1,US6369954B1,US20050002113A1,US5933277A,US5953161A,US20040143380A1,US20050035926A1,US20060125919A1"
408,US20080013187A1,Liquid lens interconnection,Pierre Craen|Christophe Leclerc|David Perennez,Invenios France Sas,92,2008-01-17,2009-08-11,2006-07-12,Active,,"focus lens|4,convex lens|2,liquid lens|82,variable lens|4,variable focus lens|4",polymer|2,"electrowetting|19,chamber|3,oil|1,aqueous solution|1,cavity|3","camera module|4,digital camera|1,PDAs|1",=HYPERLINK("https://patents.google.com/patent/US20080013187A1/en"),3,"US20100123814A1,US20100247086A1,CN102547082A,US20120169988A1,DE102011054072A1,US9210306B1,US10268107B2,US10268018B1,CN110291444A,CN111656276A,WO2021054751A1,CN113238371A,JP7069185B2,FR2887636B1,KR100843473B1,EP2085796A1,US8366001B2,US8260129B2,JP2012032433A,KR102064596B1,US9158090B2,US9952358B2,JP6938540B2,TW201842375A,CN112468688A,WO2021216662A1,CN111751979A,CN112630922A","US6369954B1,US20050199725A1,US20050200973A1,US20060126190A1,US7245440B2,US20070002455A1,US20070179201A1,US20070177276A1"
