Index,patentID,Title,Inventor,Assignee,Score,Publication_Date,Grant_Date,Priority_Date,Status,kw1,kw2,kw3,kw4,kw5,URL,Iteration,Citation_Forward,Citation_Backward
79,WO2022183960A1,Optical lens and camera module,杜佳玮|叶林敏|袁栋立|黄桢|赵波杰,Sunny Optical,117,2022-09-09,,2021-03-01,,,"adjustable lens|1,deformable lens|1,liquid lens|1","polymer|1,squeezed|9,lens body|1",,camera module|94,"=HYPERLINK(""https://patents.google.com/patent/WO2022183960A1/en"")",0,,
80,CN114647133A,"Lens, camera module comprising same and assembling method",周凯伦|袁栋立|陈钧|魏罕钢|马小猛|鲁可丹,Sunny Optical,377,2022-06-21,,2020-12-17,Pending,T-lens|8,"convex lens|1,focal lens|1,glass lens|3,liquid lens|1","polymer|2,t-lens module|1,piezoelectric film|1,laser direct structuring|2,LDS|29","voice coil motor|1,cavity|15","camera module|37,medical treatment|1","=HYPERLINK(""https://patents.google.com/patent/CN114647133A/en"")",0,,
82,CN114765653A,"Optical element, camera module and terminal",帅文华,Ofilm Group Co Ltd,117,2022-07-19,,2021-01-13,Pending,,single lens|1,"polymer|9,piezoelectric film|22",,"autofocus|2,auto focus|3,camera module|51,miniaturized design|1,AR|1","=HYPERLINK(""https://patents.google.com/patent/CN114765653A/en"")",0,,
84,WO2022207643A1,Thermal expansion compensation in tunable lenses,Pierre Craen|Janne Tapani Kilpinen,Polight ASA,134,2022-10-06,,2021-03-29,,,"non-fluid lens|3,plano convex|7,polymer lens|1,tunable lens|54","polymer|34,piezoelectric actuators|3,lens body|8","oil|2,SMA|1",camera module|4,"=HYPERLINK(""https://patents.google.com/patent/WO2022207643A1/en"")",0,,"US20110096411A1,US20170160442A1,US20190018169A1,EP3754733A1"
89,CN217508854U,Full-focusing image acquisition device and automatic detection system,李小虎|朱婧|熊星,Suzhou Hyc Technology Co Ltd,129,2022-09-27,2022-09-27,,Active,,"deformable lens|2,convex lens|1,liquid lens|61","polymer|4,polymer film|1,piezoelectric film|13","voice coil motor|2,VCM |2",depth of field|13,"=HYPERLINK(""https://patents.google.com/patent/CN217508854U/en"")",0,,
90,CN115128795A,Lens assembly and electronic equipment,马力,Oneplus Technology Shenzhen Co Ltd,134,2022-09-30,,,Pending,,"convex lens|10,liquid lens|3,variable lens|77","polymer|3,piezoelectric film|29",cavity|2,"camera module|1,telephoto|1,mobile phones|2,navigation|1,PDAs|1","=HYPERLINK(""https://patents.google.com/patent/CN115128795A/en"")",0,,
92,CN115209034A,Camera module and electronic equipment,武广文|黄婉千|李朗,Oneplus Technology Shenzhen Co Ltd,135,2022-10-18,,2021-04-12,Pending,,"convex lens|7,variable lens|66","polymer|6,piezoelectric film|28",,"camera module|15,mobile phones|2,navigation|1,PDAs|1","=HYPERLINK(""https://patents.google.com/patent/CN115209034A/en"")",0,,
93,CN115209007A,"Camera module, electronic equipment and shooting method",刘伟|王贤智|李伟伟|岳宝石,Oneplus Technology Shenzhen Co Ltd,135,2022-10-18,,2021-04-12,Pending,,"focus lens|2,deformable lens|1,convex lens|8,variable lens|111","polymer|3,piezoelectric film|27",,"camera module|45,telephoto|30,mobile phones|1,navigation|1,telephoto lens|24,(OIS)|1,OIS|1,PDA|1","=HYPERLINK(""https://patents.google.com/patent/CN115209007A/en"")",0,,
95,CN115166945A,Optical imaging system and electronic device,郑有镇|梁召渼|张东赫,Samsung Electro Mechanics Co Ltd,110,2022-10-11,,2022-08-22,Pending,,"focusing lens|35,focus lens|24,variable focus lens|24",,,"autofocus|1,auto focus|2,camera module|23","=HYPERLINK(""https://patents.google.com/patent/CN115166945A/en"")",0,,
97,CN217655358U,Automatic zoom lens assembly and electronic equipment,林肖怡|陈天谋|袁嘉华,Guangdong Xuye Optoelectronics Technology Co Ltd,603,2022-10-25,2022-10-25,,Active,"tlens|20,Tlens module|4",focusing lens|1,,,,"=HYPERLINK(""https://patents.google.com/patent/CN217655358U/en"")",0,,
101,CN217935709U,Camera module and electronic equipment with same,肖海平,Ofilm Group Co Ltd,200,2022-11-29,2022-11-29,,Active,"tlens|1,TLENS|1","adjustable lens|61,tunable lens|4",,"voice coil motor|1,VCM |1",camera module|35,"=HYPERLINK(""https://patents.google.com/patent/CN217935709U/en"")",0,,
108,CN115877539A,Camera module and electronic equipment,陈凯|黄桢|袁栋立|姜贺|许晨祥,Sunny Optical,608,2023-03-31,,2021-09-29,Pending,"T-LENS|2,T-lens|12",liquid lens|107,"polymer|9,piezoelectric element|1,laser direct structuring|1,piezoelectric actuator|1,LDS|7","flexible membrane|1,cavity|3","auto focus|3,camera module|36,(OIS)|2,OIS|10","=HYPERLINK(""https://patents.google.com/patent/CN115877539A/en"")",0,,
109,US2023128303A1,Compact Robotic Endoscope,Xiaolong Ouyang,Micronvision Corp,506,2023-04-27,,2023-02-06,Pending,"tlens|1,TLens®|2,TLens|1,T Lens|1","focusing lens|1,liquid lens|1",,"voice coil motor|2,VCM |4","autofocus|6,auto focus|6,camera module|1,telescope|1,endoscopy|2","=HYPERLINK(""https://patents.google.com/patent/US2023128303A1/en"")",0,,
111,CN116184628A,Optical system and virtual reality device,薛同历|巩虎伟|朱能胜|张梓轩,Huaqin Technology Co Ltd,241,2023-05-30,,2022-12-30,Pending,"t lens|1,(T lens)|1","adjustable lens|15,aspheric lens|2",,,"camera module|1,VR|2","=HYPERLINK(""https://patents.google.com/patent/CN116184628A/en"")",0,,
113,WO2023124181A1,Camera module and electronic device,武斌|张宪先|冯一明|翟羽佳,"Honor Terminal Co., Ltd.",103,2023-07-06,,,,,"adjustable lens|89,focus lens|1,convex lens|1","polymer|2,laser direct structuring|1,LDS|8",voice coil motor|9,"auto focus|4,camera module|59,automobiles|1","=HYPERLINK(""https://patents.google.com/patent/WO2023124181A1/en"")",0,,"CN109143552A,US20190179132A1,CN209184671U,CN109167909A,CN209821478U,CN110740234A"
117,CN116437183A,Camera module and electronic device,武斌|张宪先|冯一明|翟羽佳,Honor Device Co Ltd,158,2023-07-14,,2022-09-01,Pending,,"adjustable lens|83,convex lens|1,tunable lens|28","polymer|2,laser direct structuring|3,LDS|9",voice coil motor|8,"auto focus|1,camera module|50,automobiles|1","=HYPERLINK(""https://patents.google.com/patent/CN116437183A/en"")",0,,
118,CN109413307A,A kind of camera module and terminal,李显贤,Nubia Technology Co Ltd,548,2019-03-01,,2018-09-29,Pending,"tlens|2,t lens|71","adjustable lens|89,plastic lens|2,glass lens|2,tunable lens|1",,"voice coil motor|1,VCM |6","camera module|34,navigation|1,PDA|1","=HYPERLINK(""https://patents.google.com/patent/CN109413307A/en"")",0,,"CN2706779Y,CN1790150A,CN1847911A,CN2829243Y,CN105338227A,CN107450148A,CN207926732U,CN110365890A"
119,EP3101887B1,Camera device,Sang Hyun Lee|Gi Seok Lee|Se Kyu Lee|Sung Ki Jung,Lg Innotek Co Ltd,115,2016-12-07,2020-08-19,2015-01-28,Active,,tunable lens|2,"polymer|11,piezoelectric element|3,piezoelectric film|6",,"time of flight|2,depth information|7,TOF|32,(TOF)|2","=HYPERLINK(""https://patents.google.com/patent/EP3101887B1/en"")",0,"KR102368597B1,CN107451533B,CN107422571B,WO2021040476A1",
134,JP2017508955A,Camera device,ヒョン リ、サン|ヒョン リ、サン|ソク リ、キ|ソク リ、キ|キョ リ、セ|キョ リ、セ|キ チョン、ソン|キ チョン、ソン,Lg Innotek Co Ltd,144,2017-03-30,2019-09-25,2015-01-28,Active,,"focusing lens|1,tunable lens|3","polymer|11,piezoelectric element|3,piezoelectric film|6",,"time of flight|2,depth information|7,TOF|33","=HYPERLINK(""https://patents.google.com/patent/JP2017508955A/en"")",0,"KR102368597B1,CN107451533B,CN107422571B,WO2021040476A1","JPS60176017A,JPH0210309A,JP2000046930A,JP2008032427A,JP2010506233A,JP2009204691A,JP2009210960A,JP2009276243A,JP2010014903A,JP2012168049A"
146,CN109348129A,A kind of the clarity detection method and system of cameras with fixed focus,高艳朋|陈小慈,Truly Opto-electronics Ltd,668,2019-02-15,2020-11-03,2018-11-13,Active,"tlens|27,Tlens module|15","adjustable lens|22,polymeric lens|1",polymer|6,,,"=HYPERLINK(""https://patents.google.com/patent/CN109348129A/en"")",0,"CN111220362A,CN111726527A,CN113315909A,CN113532274A","CN1912663A,CN102455568A,CN202631827U,US9235049B1,CN106534659A,US20170251925A1,CN106773458A,CN107222683A,CN107806984A"
154,CN109839713A,"A kind of variable focus package, lens assembly and camera module",陈飞帆|陈振宇|涂洪德|方银丽|章洁安|高春娇|潘民杰,Sunny Optical,111,2019-06-04,2021-12-03,2017-11-29,Active,,"liquid crystal lens|2,liquid lens|14","polymer|5,squeezed|8","voice coil motor|1,liquid crystal|2,LC|2",camera module|32,"=HYPERLINK(""https://patents.google.com/patent/CN109839713A/en"")",0,"CN109756659A,CN110661954A,CN110661976A,CN110708447A,CN110740235A,CN111308833A,CN111447350A,CN111526274A,CN113395430A,CN111308833B","US20170068020A1,US20080267603A1,TW200909901A,JP2009271095A,US20100118414A1,JP2016012143A,JP2016085463A,CN104280794A,CN104280855A,CN104317052A,EP2246803A2,CN104932080A,KR20130020263A,KR20130060599A,EP3015885A1,US20160274278A1,CN105842840A,CN105842763A,US20170269341A1,CN106990459A"
155,US10116870B1,Single camera vision system for logistics applications,Laurens Nunnink|Esther Oteo Lozano|Richard Reuter|Matthew D. Engle,Cognex Corp,107,2018-10-30,2018-10-30,2015-06-25,Active,constant field of view|1,"convex lens|3,liquid lens|6,variable lens|9,electromechanical variable lens|1",polymer|1,,auto focus|2,"=HYPERLINK(""https://patents.google.com/patent/US10116870B1/en"")",0,"CN111314652A,CN111641768A,EP3869224A1,CN113450375A","US3714435A,US5856888A,US6688525B1,US20060007550A1,US7196719B2,US20100044555A1,US20090072037A1,US8773766B2,US8139935B2,US8355627B2,US20110317006A1,US20140098220A1"
164,WO2020069426A1,Projection system with collimating scanning mirror,Charles David Melville|Brian T. Schowengerdt|Mathew D. Watson,Magic Leap Inc,145,2020-04-02,,2018-09-28,,,micro lens|2,"polymer|1,piezoelectric actuators|20,piezoelectric film|20,piezoelectric actuator|7","cavity|1,liquid crystal|1","telescope|1,AR|1","=HYPERLINK(""https://patents.google.com/patent/WO2020069426A1/en"")",0,CN113433694A,"US20160131883A1,US20180017227A1,US20180120559A1,US20180231771A1,US20180275396A1"
174,KR20200022489A,Module with multiple cameras for integration in mobile devices,니콜라스 탈라론|마누 하콜라|피에르 크랭,Polight ASA,307,2020-03-03,,2018-06-28,,,"focus lens|3,deformable lens|27,flexible lens|4,tunable lens|29","polymer|13,transparent layer|15,curved substrate|2,thin, flexible glass surface|2,flexible glass surface|3,effective focal length|43,piezoelectric actuators|1,lens body|63,EFL|35,(EFL)|1","oil|1,fixed focus lens|2,voice coil motor|3,VCM |2","camera module|6,depth of field|2,folding mirror|36,selfies|1,video conferencing|1,telephoto|5,wide-angle image|2,digital zoom|1,time of flight|2,mobile phones|3,telephoto lens|1,(OIS)|3,OIS|14,DOF|1","=HYPERLINK(""https://patents.google.com/patent/KR20200022489A/en"")",0,"CN109803071B,TW202115476A,US20210199930A1",
209,KR102088631B1,Wide angle imaging apparatus using variable lens array,최동수|류시호|김상연|김성원,Image Starken Road,124,2020-03-16,2020-03-16,2018-10-11,,,"focus lens|3,plano-concave|2,variable lens|56,variable focus lens|3","polymer|31,elastic body|1,piezoelectric element|1","voice coil motor|2,VCM |2","camera module|3,automobiles|1,imaging device|13,(OIS)|1,OIS|3","=HYPERLINK(""https://patents.google.com/patent/KR102088631B1/en"")",0,,"JP2007140169A,JP2010081243A,JP2010114758A,KR101748808B1,KR101686442B1"
211,US2017269341A1,"Wafer level lens stack, optical system, electronic device and method",Klaus Zimmermann|Alexander Gatto,Sony Corp,112,2017-09-21,2020-10-06,2016-03-17,Active,,"deformable lens|7,liquid crystal lens|11,liquid lens|17,tunable lens|19","polymer|8,polymer film|3","electrowetting|1,oil|3,cavity|1,liquid crystal|17","autofocus|1,auto focus|1,camera module|1,digital camera|5","=HYPERLINK(""https://patents.google.com/patent/US2017269341A1/en"")",0,"CN109839713A,US11204451B2","US5665275A,US20070263293A1,US20040108984A1,US6882482B2,US20110019169A1,US20120248195A1,US20100195213A1,US20090180198A1,US20110085094A1,US20110141341A1,US20120092775A1,US20120147478A1,US20160349506A1"
232,US2020177103A1,Engineered loading response in electroactive polymer devices having structured nanovoids,Jack Lindsay|Katherine Marie Smyth|Thomas John Farrell Wallin|Andrew John Ouderkirk|Tanya Malhotra|Austin Lane|Christopher Yuan Ting Liao|Yigit Menguc,Facebook Technologies Llc,124,2020-06-04,2020-08-18,2018-11-30,Active,,"adjustable lens|11,adjustable-focus lens|16,focus lens|2,plano-convex lens|1,plano-concave|1,plano convex|1,liquid lens|1",polymer|237,fluid-filled|1,"surgery|1,HMD|2,AR|3,VR|2","=HYPERLINK(""https://patents.google.com/patent/US2020177103A1/en"")",0,"US11086398B2,US11060511B1,US11081975B2,US11195506B2,US11107972B2,US11192469B2,DE102019123898B4",
235,US10324236B2,Optical device with a piezoelectrically actuated deformable membrane shaped as a continuous crown,Stephane Moreau|Sébastien Bolis,Webster Capital Llc,135,2017-05-04,2019-06-18,2017-01-09,Active,,"focus lens|2,deformable lens|1,liquid lens|12,variable focus lens|2","polymer|1,piezoelectric element|1,piezoelectric actuators|28,piezoelectric actuator|10","electrowetting|1,chamber|1,oil|2,cavity|15","autofocus|2,auto focus|2,camera module|1","=HYPERLINK(""https://patents.google.com/patent/US10324236B2/en"")",0,"FR2950153B1,FR2950154B1,US9360600B2,FR3015699B1,FR3019315B1,JP6187376B2,US9224022B2,US9890040B2,US20150376000A1,PT3170038T,FR3029644B1,KR102381748B1,EP3041058B1,FR3037152B1,WO2016202392A1,WO2017078189A1,TW201719916A,JP6485388B2,US10197787B2,TWI597704B,JP6878018B2,JP2020510245A,US11032455B2,JP6957271B2,US10677966B1,US10677967B1,CN108346683B,US11245065B1,US10962791B1,CN110661954A","JPS588328B2,WO1987007218A1,JPH08114703A,JPH08214567A,JPH10144975A,JP2000081504A,US20010045792A1,US20020048096A1,US20040251781A1,US20100208357A1,WO2007017089A1,US20080239503A1,WO2008035983A1,WO2008035984A2,WO2008044938A1,WO2008076399A2,WO2008100154A1,US8013494B2,WO2009010559A1,FR2919073A1,US20100182703A1,US8116011B2,JP2012528386A,US20120170134A1,US9075190B2,JP5808328B2,US9541677B2"
240,KR20200018699A,Adaptive lens,피에르 크랭|블라디미르 카타쇼브|니콜라스 탈라론,Polight ASA,703,2020-02-19,,2018-06-28,,"polight|2,poLight|2,T-lens|1","adjustable lens|4,focusing lens|2,focus lens|1,non-fluid lens|3,polymer lens|1,tunable lens|2,variable focus lens|1,adaptive lens|1","polymer|12,curved substrate|1,pzt film|3,piezoelectric actuators|1,piezoelectric film|3,lens body|46,piezoelectric actuator|1,EFL|2","flexible membrane|5,voice coil motor|3,cavity|11","depth of field|1,mobile phones|4,microscopes|1,mobile phone cameras|1,AR|2","=HYPERLINK(""https://patents.google.com/patent/KR20200018699A/en"")",0,"CN110266838A,WO2021023815A1,CN110908021B,CN110954978B,DE102020113832A1,CN111580278A,WO2021259911A1",
245,US10690921B1,"Apparatuses, systems, and methods for coordinated lens adjustments",Andrew J. Ouderkirk|Katherine Marie Smyth|Lu Lu|John Cooke|Robin Sharma,Facebook Technologies Llc,119,2020-06-23,2020-06-23,2018-03-26,Active,,"adjustable lens|90,adjustable-focus lens|83,plano-convex lens|4,plano-concave|5,plano convex|5,liquid lens|50",polymer|4,,"navigation|1,surgery|1,HMD|2,AR|1,VR|2","=HYPERLINK(""https://patents.google.com/patent/US10690921B1/en"")",0,US11187896B2,"US6081388A,US20070211349A1,US20160103253A1,US20180275394A1"
250,CN109905580A,Camera module and its assemble method,金元斌|许杨柳|邓爱国|颜欢欢,Kunshan Q Technology Co Ltd,246,2019-06-18,,2019-03-01,Pending,"t lens|1,T Lens|1",adjustable lens|71,lens body|6,chamber|1,"camera module|47,imaging device|1","=HYPERLINK(""https://patents.google.com/patent/CN109905580A/en"")",0,CN113568127A,"KR20120086912A,CN108322632A,CN108259724A,CN207926732U"
263,US2020204740A1,A module with a plurality of cameras for integration in a mobile device,Nicolas Tallaron|Manu Hakola|Pierre Craen,Polight ASA,377,2020-06-25,,2018-06-28,Pending,polight|1,"focus lens|2,deformable lens|27,flexible lens|4,focal lens|2,tunable lens|31","polymer|13,transparent layer|15,curved substrate|2,aspheric shape|2,thin, flexible glass surface|2,flexible glass surface|3,effective focal length|44,piezoelectric actuators|1,lens body|63,EFL|5,(EFL)|1","oil|3,fixed focus lens|2,voice coil motor|3,VCM |1","auto focus|2,camera module|9,depth of field|1,folding mirror|36,selfies|1,video conferencing|1,telephoto|5,wide-angle image|2,digital zoom|1,time of flight|3,mobile phones|2,telephoto lens|1,(OIS)|3,OIS|8,(DOF)|1,DOF|1,EFL camera|1","=HYPERLINK(""https://patents.google.com/patent/US2020204740A1/en"")",0,"US11108902B2,TW202115476A,US20210199930A1",
266,CN111277742A,"Camera assembly, electronic product and camera assembly manufacturing method",陈刚,Kunshan Q Technology Co Ltd,303,2020-06-12,,2020-03-31,Pending,T-lens|3,focus lens|1,,"fixed focus lens|1,voice coil motor|1,cavity|3","camera module|21,mobile phones|1","=HYPERLINK(""https://patents.google.com/patent/CN111277742A/en"")",0,,
299,CN111526274A,Electronic device,周耀敏,Vivo Mobile Communication Co Ltd,111,2020-08-11,,2020-04-30,Pending,,convex lens|1,"polymer|16,focusing layer|27",,"camera module|24,mobile phones|2","=HYPERLINK(""https://patents.google.com/patent/CN111526274A/en"")",0,,"CN101632030A,CN102439489A,CN104317052A,US20150205096A1,CN109839713A,CN109089024A,CN109194859A,CN109451222A,CN110661954A,CN110933287A"
331,CN211266967U,Cover plate structure and image pickup device,朱丽冰,Jiangxi Jingchao Optical Co Ltd,190,2020-08-14,2020-08-14,2020-03-10,Active,(T-lenses)|1,"adjustable lens|102,tunable lens|4",,,"camera module|63,digital camera|2","=HYPERLINK(""https://patents.google.com/patent/CN211266967U/en"")",0,,
347,WO2019002448A1,Adaptive lens,Pierre Craen|Vladimir Kartashov|Nicolas Tallaron,Polight ASA,587,2019-01-03,,2017-06-30,,"polight|1,poLight|1,T-lens|2","adjustable lens|3,focusing lens|2,non-fluid lens|4,polymer lens|1,tunable lens|2,adaptive lens|2","polymer|14,curved substrate|1,aspheric shape|1,pzt film|3,piezoelectric actuators|2,piezoelectric film|2,lens body|47","oil|1,flexible membrane|5,voice coil motor|2,cavity|7,VCM |1","camera module|1,depth of field|1,mobile phones|3,microscopes|1,mobile phone cameras|1,AR|1","=HYPERLINK(""https://patents.google.com/patent/WO2019002448A1/en"")",0,"WO2021023815A1,EP3913422A1,CN110266838A,CN110908021B,CN110954978B,CN111580278A,WO2021259911A1","DE3712145A1,JPH10144975A,JPH10269599A,JPH11133210A,JP2000081503A,JP2000081504A,JP2001257932A,JP2002243918A,JP2002239769A,WO2008035983A1,WO2010005315A1,US20100208194A1,WO2014147060A1,WO2016009078A1"
355,US2020310006A1,Adaptive lens,Pierre Craen|Vladimir Kartashov|Nicolas Tallaron,Polight ASA,684,2020-10-01,,2018-06-28,Pending,"polight|2,poLight|1,T-lens|2","adjustable lens|3,focusing lens|2,non-fluid lens|4,polymer lens|1,tunable lens|2,adaptive lens|1","polymer|14,curved substrate|1,aspheric shape|1,pzt film|3,piezoelectric actuators|2,piezoelectric film|2,lens body|47","oil|1,flexible membrane|5,voice coil motor|2,cavity|7,VCM |1","camera module|1,depth of field|1,mobile phones|2,microscopes|1,mobile phone cameras|1,AR|1","=HYPERLINK(""https://patents.google.com/patent/US2020310006A1/en"")",0,"CN110266838A,WO2021023815A1,CN110908021B,CN110954978B,DE102020113832A1,CN111580278A,WO2021259911A1",
362,DK202170027A1,PIEZOELECTRICALLY ACTUATED OPTICAL LENS with additional coatings,Henriksen Lars,Polight ASA,993,2021-01-29,,2021-01-21,,"polight|2,TLens®|3,poLight|2","focus lens|1,deformable lens|35,tunable lens|3,tunable microlens|5,tunable optical lens|2","polymer|8,norway|1,piezoelectric actuators|151,lens body|55,piezoelectric actuator|8",oil|2,"auto focus|3,camera module|1,mobile phones|2,digital camera|1,(OIS)|1,OIS|1","=HYPERLINK(""https://patents.google.com/patent/DK202170027A1/en"")",0,,
367,WO2021054701A1,Camera device,노연호|김동현|김현수|이갑진,Lg Innotek Co Ltd,110,2021-03-25,,2019-09-18,,,"focus lens|2,plastic lens|2,liquid crystal lens|6,liquid lens|279,polymer lens|6,variable lens|93,variable focus lens|2",polymer|8,"voice coil motor|8,liquid crystal|8,VCM |4,SMA|8","auto focus|2,mobile phones|2,navigation|2,OIS|4,PDAs|2","=HYPERLINK(""https://patents.google.com/patent/WO2021054701A1/en"")",0,,"US20080267603A1,KR20160081243A,WO2017188798A1,KR20180088080A,KR20190091719A"
380,US11079518B1,Transparent tunable optical elements with structurally-modified electroactive polymer,Katherine Marie Smyth|Andrew John Ouderkirk|Spencer Allan Wells,Facebook Technologies Llc,137,2021-08-03,2021-08-03,2019-02-28,Active,,"adjustable lens|2,adjustable-focus lens|5,plano-concave|2,liquid lens|22,tunable lens|11","polymer|145,piezoelectric actuators|1",liquid crystal|1,"head mounted display|1,depth camera|1,time of flight|1,surgery|1,HMD|4,AR|1","=HYPERLINK(""https://patents.google.com/patent/US11079518B1/en"")",0,,"US3461044A,US5081547A,US20080182129A1,US20100276492A1,US20120307347A1,US20130100363A1,US20140303287A1,US20170186941A1,US20170364726A1,US20210026045A1"
384,US2022107491A1,Borescopes with active optical lenses and related methods,"Lane G. Brooks|Richard A. Dixon|Dennis James Muhlestein|Anthony J. Laurienti, Iv",Xenocor Inc,453,2022-04-07,,2021-09-30,Pending,"polight|1,TLens®|1,Polight |1","focus lens|29,transparent lens|2,tunable lens|2,tunable microlens|1,variable focus lens|17","polymer|3,piezoelectric actuator|7",fixed focus lens|7,"autofocus|2,auto focus|2,camera module|2,endoscopy|1,surgery|1,borescopes |7,borescope|42","=HYPERLINK(""https://patents.google.com/patent/US2022107491A1/en"")",0,,
385,CN216310371U,Lens structure,郑航鹏|曾昊杰,Jiangxi Lianyi Optics,560,2022-04-15,2022-04-15,2021-07-08,Active,"tlens|25,TLENS|25",plastic lens|1,LDS|3,,auto focus|1,"=HYPERLINK(""https://patents.google.com/patent/CN216310371U/en"")",0,,
